"","orig_index","ak_covid","ak_flu","al_covid","al_flu","ar_covid","ar_flu","az_covid","az_flu","ca_covid","ca_flu","ca_RSV","co_covid","co_flu","co_RSV","ct_covid","ct_flu","ct_RSV","dc_covid","dc_flu","de_covid","de_flu","fl_covid","fl_flu","ga_covid","ga_flu","ga_RSV","hi_covid","hi_flu","ia_covid","ia_flu","id_covid","id_flu","il_covid","il_flu","in_covid","in_flu","ks_covid","ks_flu","ky_covid","ky_flu","la_covid","la_flu","ma_covid","ma_flu","md_covid","md_flu","md_RSV","me_covid","me_flu","mi_covid","mi_flu","mi_RSV","mn_covid","mn_flu","mn_RSV","mo_covid","mo_flu","ms_covid","ms_flu","mt_covid","mt_flu","nc_covid","nc_flu","nd_covid","nd_flu","ne_covid","ne_flu","nh_covid","nh_flu","nj_covid","nj_flu","nm_covid","nm_flu","nm_RSV","nv_covid","nv_flu","ny_covid","ny_flu","ny_RSV","oh_covid","oh_flu","ok_covid","ok_flu","or_covid","or_flu","or_RSV","pa_covid","pa_flu","ri_covid","ri_flu","sc_covid","sc_flu","sd_covid","sd_flu","tn_covid","tn_flu","tn_RSV","tx_covid","tx_flu","ut_covid","ut_flu","ut_RSV","va_covid","va_flu","vt_covid","vt_flu","wa_covid","wa_flu","wi_covid","wi_flu","wv_covid","wv_flu","wy_covid","wy_flu"
"55",202124,1.002071733389,1.002071733389,24.57711138681,1.024047567753,29.954157387935,0.998471408616,52.944323400264,0,131.56328697292,0.996680272236,0,47.035202930782,0,5.812069,7.095623799359,0,3.605597,3.7600163973,0,2.03359347124,0,227.499438609888,3.006601565736,65.54348401711,1.008366276986,97.196094,3.073660566411,0,21.195942586031,0,9.364598714589,0,64.426778969193,0,43.324851908515,0,14.099827219548,0,100.717919248796,1.007177659294,36.830575971423,0.995423221737,7.092553153674,0,30.541599011583,0,12.330258,8.130984754829,0,41.346604157738,0,0,7.0619248687,0,22.82956,71.19204239847,0,32.81289728982,0.994329952725,12.263126015238,0,50.761081170414,0.995312213784,4.050379639356,0,9.121421996604,0,4.066507430656,0,23.99629715487,0,14.063529831959,0,2.115877,27.049313992536,0,88.219905692892,1.025814240795,0,60.44538763006,1.00742705384,22.032363752089,1.001471623273,26.028492796035,0,0,46.650611025648,3.042430590192,0,0,12.931899236685,0,3.008935223152,0,27.346509574232,0,69.75218,191.081861413902,6.034152855114,22.596365016925,0,3.337975,22.1324316003,2.012042379036,1.03565115351,0,39.22851316488,0,19.206050019976,0,12.986684670938,0,6.957627061751,1.987893694273
"56",202125,1.002071733389,1.002071733389,34.817576984586,1.024047567753,47.926648794805,0,64.7097334512,0,121.596366537052,0.996680272236,0,36.026964070643,0,5.812069,8.109286917551,0,14.422388,3.7600163973,0,0,0,207.455420911272,0,61.510040508298,0,75.596962,4.098214088548,0,10.093306753605,0,7.2835765668,0,41.273407455048,0,27.203978045995,1.0075580194,17.121220024272,0,82.58869432514,0,52.757310526839,0,11.145445659147,0,12.216640837659,0,12.330258,5.081865643299,0,32.270520808518,0,30.152433,10.08846817485,0,22.82956,64.173108206495,0,35.795887147995,0.994329952725,14.306980351111,0,37.821980186574,0.995312213784,3.03778453578,1.012595103576,1.01349089658,0,1.016626857664,0,30.25619713422,1.04332129679,8.036301854315,0,0,33.060272657544,1.001826444168,67.703640712905,0,19.835913,71.527038102232,0,31.045604374907,1.001471623273,15.016437988245,0,0,27.381875311728,1.014139208712,0,0,8.95285531413,0,1.002978706176,0,14.179669564352,2.025666084162,83.702616,171.9736811781,7.039844997633,26.70479471655,0,6.67595,20.120389221264,1.006021189518,2.07130230702,0,52.304689378968,0,18.195202489284,0,12.986684670938,0,3.975786809743,0
"57",202126,3.00621593284,1.002071733389,25.601158954563,1.024047567753,50.922066046544,0,57.846573949996,0,161.464048280524,0,0,39.029211560869,0,5.812069,6.081964286764,0,3.605597,3.7600163973,0,1.016796233928,0,259.56984079032,0,67.560205771516,1.008366276986,75.596962,3.073660566411,0,12.111968104326,0,6.243066443367,0,33.220055332098,0,30.22664529821,0,11.078437349406,1.007130934908,85.610231812416,0,40.812259610277,0.995423221737,15.19833816462,0,9.162479086962,0,24.660516,5.081865643299,0,26.219801925975,0,10.050811,13.11500577361,0,39.95173,98.265072519463,0,27.841247526195,0.994329952725,10.219271679365,0,46.779821764116,1.99063497873,1.012595103576,0,5.067456446592,0,1.016626857664,0,36.51609711357,1.04332129679,7.031763858041,0,6.347631,49.089498908223,0,51.290632696098,0,39.671826,59.43796057622,0,33.048543634814,0,16.01753272182,0,0,40.565749845264,2.02829138148,2.07281085364,0,9.94761240174,0,4.011913929328,0,26.33368001976,0,111.603488,212.201455462683,7.039844997633,32.867437597,0,6.67595,25.15048652658,0,1.03565115351,0,35.205082068468,0,14.151824158332,0,7.991807048552,0,9.939467313759,0
"58",202127,3.00621593284,1.002071733389,45.058042582362,1.024047567753,54.915954706899,0,45.100723975956,0,171.430968716392,0.996680272236,0,41.03070795033,0,11.624138,5.068304774169,0,21.633582,0.94000443435,0.94000443435,2.03359347124,0,373.820656726032,7.015396393008,70.585283003342,1.008366276986,86.396528,6.147321132822,0,8.074645402884,0,5.202554419011,0,44.293411333287,0,30.22664529821,1.0075580194,20.142609894414,0,69.495362207348,0,50.766468707412,0,6.079335265848,0,22.39717384152,0,12.330258,2.032746531769,0,29.245166392652,0,40.203244,17.15039304355,0,34.24434,99.26777916637,0,25.85258467078,0,7.153490727691,0,34.83603299406,0,2.025190207152,0,5.067456446592,0,1.016626857664,0,28.16956380777,0,8.036301854315,0,6.347631,67.122374903247,0,58.471332381663,0,19.835913,25.185582105864,0,46.067670750724,0,11.01205480779,0,0,37.523319255072,1.014139208712,0,0,22.879511638425,0,3.008935223152,0,32.410678272246,0,90.677834,248.406431649249,11.06264309565,39.030083815425,0,6.67595,25.15048652658,2.012042379036,0,0,30.175783524588,0,11.119293358072,0,8.990782929621,0,6.957627061751,0
"59",202128,1.002071733389,1.002071733389,51.202317909126,0,97.850243432733,0,75.494681750084,0,268.110053782692,0,0,37.027715171408,0,17.436207,8.109286917551,0,39.661567,0,0,1.016796233928,0,522.146261365248,4.008794827272,114.953183199406,1.008366276986,129.594792,6.147321132822,0,9.083974481705,0,10.405108838022,0,58.386771212715,0,42.3173006951,0,35.24956804887,0,86.61740947171,0,84.610784261718,1.990841819427,7.092553153674,0,17.306904257025,0,18.495387,5.081865643299,0,26.219801925975,0,40.203244,19.16808667852,0,62.78129,153.413839408356,0,41.76186981431,0,15.328908071183,0,49.76576895663,0,2.025190207152,0,13.175385582924,0,2.033253715328,0,28.16956380777,0,8.036301854315,0,6.347631,101.184474004959,0,58.471332381663,0,99.179565,59.43796057622,0,58.085322256722,2.002943246546,16.01753272182,0,0,23.325305512824,1.014139208712,1.03640542682,0,28.84808011761,0,3.008935223152,0,41.526186113802,0,111.603488,390.209289495897,14.079719523207,47.246943214675,0,3.337975,20.120389221264,1.006021189518,1.03565115351,0,30.175783524588,0,28.303648316664,0,6.992831167483,0,7.951573619486,0
"60",202129,6.012432598353,2.004144199451,120.837471878298,3.072137663382,101.844132093088,0.998471408616,91.181895151332,0.98044719942,331.89833672468,0.996680272236,0,51.038201521773,0,40.684483,11.150265455336,0,28.844776,1.88000819865,0,6.100779410336,0,913.004312443032,4.008794827272,140.162210529264,1.008366276986,151.193924,2.049107044274,0,18.167952156489,0,14.5671531336,0,79.526811031857,1.006672183236,55.41551411139,1.0075580194,48.342267268092,0,66.473824720072,0,156.281094385137,0,9.119002898772,0,21.379119924621,0,43.155903,6.09823822306,0,29.245166392652,0,60.304866,13.11500577361,0,74.19607,172.465234858654,1.002706646907,62.642804721465,0,12.263126015238,0,78.629918116824,1.99063497873,4.050379639356,0,10.134912893184,0,6.099761145984,0,45.90595171616,3.12995462324,16.07260370863,0,6.347631,104.189956481454,0,72.83271191688,0,138.851391,55.408275920894,0,79.116214385538,1.001471623273,19.0208211687,0,8.49231,40.565749845264,3.042430590192,2.07281085364,0,47.74854783348,0,2.005957412352,0,72.924027856358,0,167.405232,571.234229484609,13.074027380688,47.246943214675,0,13.3519,46.276896937362,2.012042379036,0,0,47.275390835088,1.005859708776,33.357874178308,0,9.989757027731,0,17.891040933245,0
"61",202130,14.029008663484,1.002071733389,220.169970033168,4.096185231135,142.78147800169,0,108.83000295142,0,502.332625168836,2.990080054544,39.237836,67.050184261599,0,29.060345,15.20491071691,0,43.267164,2.820012633,0,0,0,1357.98116992294,2.0044083042,265.1990025007,1.008366276986,140.394358,15.368302832055,0,17.158619884589,0,17.688685404822,0,111.740194180719,2.013331695003,91.68748030206,2.015109232815,56.399308878192,0,135.969191436814,0,243.878139063972,1.990841819427,32.423112104892,0,30.541599011583,0,49.321032,2.032746531769,0,49.414239385273,0,40.203244,23.20346824107,0,74.19607,189.511217015138,1.002706646907,80.540749770445,0,13.28505373531,0,133.372258693536,0,3.03778453578,1.012595103576,12.161894686344,0,1.016626857664,0,58.42576094199,0,25.113443559219,0,6.347631,147.268493580678,0,97.452214024134,0,178.523217,94.697777880433,1.00742705384,144.211834018532,2.002943246546,35.03835389052,0,0,63.891055358088,1.014139208712,2.07281085364,0,91.518051744405,0,4.011913929328,0,117.488716584012,0,104.62827,781.424300662254,16.091103808245,49.301159733475,0,10.013925,47.28291812688,3.01805492628,4.14260461404,0,65.380857854364,0,36.390404978568,0,20.97849171949,0,10.933413871494,0
"62",202131,8.016576797804,1.002071733389,247.819224123237,2.048095135506,164.747861094806,0,141.184862400704,0,633.895912141756,0,39.237836,64.047936771373,1.000751100765,34.872414,34.464463089797,0,54.083955,4.70002083165,0,7.117575644264,0,1727.79301004057,6.013203131472,341.834461566826,1.008366276986,151.193924,24.589285972841,0,33.307910690357,0,27.053284119411,0,158.046937209009,2.013331695003,117.88390713464,5.03777648503,85.606097186778,0,204.457375984868,0,423.053916684543,2.986265041164,37.489222498191,1.013224872549,30.541599011583,0,36.990774,8.130984754829,0,65.549499789532,1.008458172496,170.863787,22.19462427728,0,102.73302,182.492282823163,0,138.21190177832,0,29.635888422294,0,165.222355046244,1.99063497873,6.075569846508,0,17.229351132936,0,6.099761145984,0,102.2450793317,1.04332129679,28.127057548041,0,12.695262,107.195435813958,0,141.56216687058,0,218.195043,151.11346907515,4.029696435343,179.263320899892,3.004414869819,38.0416423374,0,4.246155,100.400222440392,5.070721971672,4.14562170728,0,144.24041096946,0,6.01787134168,0,199.528252281926,0,90.677834,1170.62789801563,2.011384285038,65.734878531975,1.0271082594,16.689875,86.51767537989,3.01805492628,1.03565115351,0,89.521490864988,0,80.867572514948,0,32.966200509359,0,16.897093796707,0
"63",202132,16.033152862935,1.002071733389,316.430330524656,4.096185231135,187.712712570647,0.998471408616,179.422434151772,1.960901675156,814.29712102178,3.98676032678,78.475672,97.07265335179,0,40.684483,28.382498803033,0,39.661567,10.3400454276,0,14.235152291912,0,2109.63125642114,5.011009869936,501.15553416273,4.033443508812,161.99349,30.736607105663,0,43.401217443962,0,30.174818291556,0,214.420376726721,0,168.261644761,5.03777648503,93.663138796878,0,309.204010380234,0,422.058498086853,0.995423221737,48.634668157338,1.013224872549,48.866557185507,0,43.155903,13.212850398128,0,91.769301715507,0,40.203244,42.37155491959,0,114.1478,246.665391029658,1.002706646907,154.121183971885,0.994329952725,29.635888422294,0,251.814791975664,0.995312213784,9.113354382288,0,34.458702265872,0,7.11638939264,0,100.15844600525,1.04332129679,39.176973391178,0,8.463508,133.242923362326,0,248.246709061869,1.025814240795,178.523217,159.172850165819,1.00742705384,260.382478531976,1.001471623273,68.07451831389,0,0,109.527514210968,1.014139208712,9.32764774577,0,176.072777922015,0,15.044677906512,1.002978706176,275.490782752136,1.01283652969,69.75218,1528.65497989504,3.017076427557,52.3824811737,1.0271082594,30.041775,107.644085790672,5.030097305316,3.10695346053,0,122.714845777212,0,115.23628832804,0,30.968248747221,0,18.88498749098,0
"64",202133,15.031081129546,1.002071733389,357.392182836006,1.024047567753,150.7692553224,0,196.09009475244,1.960901675156,893.035764998652,1.993399782308,39.237836,115.086132481077,0,58.12069,47.64205117592,0,64.900746,15.9800706936,0,26.436711112584,0,2141.70165860158,5.011009869936,617.117072839556,5.041809785798,151.193924,37.908481760622,0,62.578498679272,0,60.349636583112,0,221.467056666435,1.006672183236,204.533617757655,5.03777648503,91.648879861644,0,423.015257237428,0,341.429397463989,0,54.714003423186,1.013224872549,72.281778778797,0,43.155903,12.196477818367,0,107.904562119766,0,60.304866,59.52194796314,0,91.31824,234.632935939522,0,167.04747925724,0.994329952725,44.964795389206,0,302.575873146078,0.995312213784,13.163734021644,0,31.418229576132,0,15.249404253952,0,122.06810983367,0,55.249577099808,0,6.347631,117.213700255638,0,257.479017393111,1.025814240795,119.015478,262.937436190761,0,295.433965413336,1.001471623273,80.087667855255,0,8.49231,169.361986806096,2.02829138148,9.32764774577,0,230.784656512995,0.994762278315,15.044677906512,1.002978706176,291.696125375868,0,62.776962,1574.91690703474,2.011384285038,56.490910873325,0,16.689875,127.764475011936,3.01805492628,3.10695346053,0,142.83203221404,0,148.594162506348,0,56.941619872056,0,12.921306986964,0
"65",202134,13.026936930095,1.002071733389,330.766981353567,1.024047567753,123.810512160313,0,176.481085277196,0.98044719942,914.96296641486,0,39.237836,110.08238860139,0,63.932759,41.560086889156,0,54.083955,20.68009152525,0,19.319134464936,0,1912.19783346862,6.013203131472,696.777619937074,2.016721754406,107.99566,63.522319814047,0,78.72778948504,0,57.228102410967,0,262.740464121483,0,258.941573849645,5.03777648503,78.556180642422,0,450.209094622912,1.007177659294,248.855245924563,0.995423221737,69.912341587806,0,88.570635284052,0,49.321032,20.327462573196,0,129.082093284883,0,80.406488,75.66349133551,0,91.31824,225.608588453733,1.002706646907,160.0871666382,2.982989858175,55.184067068571,0,348.360372145248,0,9.113354382288,1.012595103576,41.553140505624,0,35.581944185216,0,130.41464313947,0,69.313106931767,0,8.463508,123.224658920646,0,257.479017393111,1.025814240795,238.030956,318.345700331638,1.00742705384,292.429550543517,1.001471623273,124.13588284026,0,8.49231,186.602431138536,1.014139208712,10.36405317259,0,251.67464359479,1.98952455663,37.11020586088,0,354.491815836198,1.01283652969,104.62827,1707.66850607077,2.011384285038,69.8433082316,0,40.0557,148.890885422718,0,7.249557429,0,156.914068136904,0,179.93034751918,0,66.931378682746,0,45.721548601446,0
"66",202135,19.039368795775,1.002071733389,407.570458217256,3.072137663382,127.804400820668,0,209.816399202216,1.960901675156,880.07876450824,0,39.237836,137.102616013424,0,52.308621,34.464463089797,0,57.689552,12.2200542963,0,22.369524170104,0,1603.52019614611,0,676.610391593448,1.008366276986,129.594792,42.00669584917,0,79.737118563861,0,65.552191002123,0,262.740464121483,0,255.91890659743,6.045327698445,104.741576146284,0,524.740354145518,0,202.070460856005,0,68.899116715257,0,96.715060454115,0,36.990774,23.376581684726,0,143.200447394961,0,100.50811,64.56617919687,0,108.44041,170.45982156484,1.002706646907,131.25158915928,2.982989858175,56.205994788643,0,419.027771449476,1.99063497873,30.377847682644,0,29.39124581928,0,18.299284826944,0,128.32800981302,1.04332129679,64.290416950397,0,14.811139,104.189956481454,0,246.195080580279,1.025814240795,436.390086,370.731706871029,0,279.410427414246,4.005882506453,135.14793764805,0,4.246155,203.842875470976,4.056569798904,10.36405317259,0,298.42843434066,0,32.095313225376,0,376.774156712416,0,83.702616,1548.76885227336,3.017076427557,81.141489071075,0,20.02785,200.197879665396,0,4.14260461404,0,152.8906293018,0,170.832743326584,0,84.912942759029,0.998975881069,28.824454804739,0
"67",202136,33.068378191932,1.002071733389,359.440277971512,1.024047567753,103.84107491032,0,210.796846401636,0,710.64115633632,3.98676032678,78.475672,133.099617422433,1.000751100765,40.684483,45.614728545133,0,46.872761,14.10006249495,0,25.419913875272,0,1381.03176740616,2.0044083042,686.694000365478,5.041809785798,140.394358,44.055802893444,0,81.755779914582,0,62.430656829978,0,245.627100363816,0,267.002010780905,2.015109232815,85.606097186778,0,587.18546371902,1.007177659294,165.239884884582,0,81.057787246953,0,100.787276121711,0,43.155903,22.360207732718,0,177.487884548471,0,100.50811,74.65464737172,0,108.44041,158.427366474704,0,112.35931710754,0.994329952725,71.534901755555,0,342.388488311382,0.995312213784,22.277088403932,0,36.485684059032,0,18.299284826944,0,151.2809856711,0,48.217813241767,0,8.463508,121.22100603231,0,305.692227202737,1.025814240795,317.374608,416.065747593574,0,282.414842284065,1.001471623273,100.10958375753,0,0,257.59248688572,2.02829138148,6.21843256092,0,345.182219895825,0.994762278315,20.059570542016,0,366.645819316388,0,62.776962,1465.29625680458,5.028460712595,65.734878531975,0,43.393675,208.246040539266,1.006021189518,4.14260461404,0,155.908208428128,0,172.85443249206,0,78.919087472615,0,29.818401362474,0
"68",202137,21.043512995226,1.002071733389,242.698991324349,1.024047567753,87.865526320682,0,203.933694176748,0,647.849592904404,0,39.237836,127.095122441981,0,52.308621,33.450799971605,0,50.478358,9.4000416633,0,33.554286756848,0,1013.22433559273,2.0044083042,498.130446131338,2.016721754406,97.196094,32.785714149937,0,69.643811810256,0,82.200366283512,0,222.473716178202,0,250.8811301124,1.0075580194,95.677400666694,0,589.199823547002,1.007177659294,137.368094788557,0,89.163565273176,0,86.534527450254,0,49.321032,21.343835152957,0,175.47097825429,0,90.457299,95.84042197782,0,85.61085,165.446300666679,0,69.603117340505,0,85.841882106666,1.021927720072,322.48218072873,1.99063497873,20.25189819678,1.012595103576,53.71503715566,0,19.315911684608,0,151.2809856711,0,52.235965226863,0,19.042893,106.19360936979,0,322.105235219544,1.025814240795,277.702782,508.748671366327,1.00742705384,288.423668037064,0,106.11616065129,0,12.738465,295.115806140792,0,13.47326945305,0,302.407478263215,0.994762278315,27.080420589872,0,289.670459291706,2.025666084162,62.776962,1362.71545157205,7.039844997633,67.7890917128,0,20.02785,197.179824739116,2.012042379036,7.249557429,0,145.849611340368,0,201.158080808724,0,92.904748024622,0,27.830507668201,0
"69",202138,17.035224596324,1.002071733389,178.184070154065,3.072137663382,99.847189275856,0,185.30513917724,0,562.134108546208,2.990080054544,39.237836,142.106359893111,0,34.872414,40.546427376561,0,72.11194,15.04006625925,0,28.47030358044,0,761.672084456952,3.006601565736,366.035133419264,3.025088031392,86.396528,26.638393017115,0,123.138336007823,0,100.92956371269,0,250.660435937058,0,217.63182436796,2.015109232815,77.549052642096,1.007130934908,310.211188039528,0,106.510044275415,0,61.806563561583,0,84.498419616456,0,61.65129,29.474819907786,0,173.454061909298,0,120.609732,86.76080347415,0,79.90346,150.405725635822,0,73.580437151405,0,87.885736442539,0,331.44001175511,0,26.327468043288,0,65.876931842004,0,14.232777396288,0,121.02478853688,0,44.199661256671,0,6.347631,106.19360936979,0,279.021096613893,2.05162848159,396.71826,492.629897404972,0,232.341289026888,2.002943246546,82.089857322405,0,4.246155,266.719778656296,4.056569798904,9.32764774577,0,236.75322499218,0,29.086378002224,0,264.349615801636,1.01283652969,34.87609,1027.81931849852,4.022768570076,71.897521412425,0,30.041775,184.10156655993,5.030097305316,12.42781319655,0,117.685547233332,0,206.212306670368,0,73.92420806727,0,34.788134729952,0
"70",202139,20.041441261837,1.002071733389,116.741286647163,2.048095135506,61.905257593102,0,151.969817975904,0,447.51458239048,0,39.237836,127.095122441981,0,40.684483,29.396158315628,0,28.844776,11.28004986195,0,29.487100817752,0,567.24526307016,2.0044083042,319.650511468794,0,151.193924,29.712053583526,0,83.774441265303,0,80.119344135723,0,204.353692908768,1.006672183236,184.38251862352,0,77.549052642096,1.007130934908,239.708643663492,1.007177659294,73.661151942846,0.995423221737,64.846231194507,0,79.40815619709,0,67.816419,30.491192487547,0,197.656957541092,0,170.863787,89.78734107291,0,68.48868,117.316467969761,0,48.72218243335,0,96.061154890302,0,247.833522018204,3.981259406298,22.277088403932,0,50.674562502228,0,17.28265796928,0,118.93815521043,0,44.199661256671,0,14.811139,60.109589794071,0,239.014380894714,1.025814240795,317.374608,468.451742352948,1.00742705384,182.267735769711,2.002943246546,65.07122986701,0,0,277.875361808352,3.042430590192,9.32764774577,0,164.13563577294,0,25.074464072896,0,215.733594905658,1.01283652969,83.702616,873.948154941648,3.017076427557,71.897521412425,0,43.393675,211.264095465546,0,15.53476665708,0,132.773442864972,1.005859708776,190.03879334656,0,75.922159829408,0.998975881069,28.824454804739,0
"71",202140,19.039368795775,0,98.308450587117,3.072137663382,61.905257593102,1.996942817232,146.087120226752,2.941348874576,356.815618195432,1.993399782308,39.237836,115.086132481077,0,52.308621,27.368835684841,0,64.900746,11.28004986195,0,26.436711112584,0,439.965847609968,4.008794827272,273.26590031789,0,86.396528,14.343749309918,0,87.811763966745,0,61.390146706545,0,146.973593879289,0,159.19364981034,2.015109232815,67.477746227598,0,212.514806278008,0,44.793943249131,0,60.793338689034,0,89.588689200951,0,49.321032,15.245596929897,0,218.834488706209,1.008458172496,180.914598,117.02620229131,0,79.90346,101.273192460184,1.002706646907,41.76186981431,0,109.346207521341,0,238.875690991824,0,21.264493300356,1.012595103576,38.512667815884,0,10.166269965632,0,121.02478853688,0,41.186049383726,1.004537996274,19.042893,89.162556674943,3.005479332504,270.814582687533,2.05162848159,357.046434,403.976670067562,2.014842327663,184.270675029618,1.001471623273,62.06794142013,0,21.230775,301.200667321176,1.014139208712,3.10921628046,0,121.36089414033,0,36.10722805008,0,167.11757400968,2.025666084162,41.851308,674.820726859653,4.022768570076,77.03305937145,0,36.717725,147.8848642332,0,6.21390627549,0,111.650396719368,0,197.114702477772,0,67.930352780856,0,22.860774300723,0
"72",202141,25.051801394128,0,76.803476863689,1.024047567753,48.925123229312,0,150.008916300748,2.941348874576,324.921496343356,0.996680272236,78.475672,157.117591532172,0,46.496552,20.273211885482,0,39.661567,8.46003722895,0,27.453507346512,0,339.7458462414,6.013203131472,253.098671974264,0,86.396528,10.24553522137,0,77.71845721314,0,81.159854259156,0,161.066953758717,0,161.208759043155,2.015109232815,58.413570748008,1.007130934908,90.64612461828,0,45.789366470868,0.995423221737,49.647893029887,0,73.299832695696,0,80.146677,20.327462573196,0,236.986655404649,0,201.01622,108.95542775143,0,62.78129,80.216389884259,1.002706646907,14.91495224084,0,99.126935841976,0,187.119287056464,1.99063497873,27.340062371916,0,49.661071605648,0,17.28265796928,0,106.4183459846,0,35.158821406082,0,12.695262,56.102284017399,0,254.401574670726,1.025814240795,476.061912,397.932131304556,0,150.220659771531,1.001471623273,46.05040869831,0,16.98462,347.851278346824,5.070721971672,6.21843256092,0,101.46566933685,0,26.077441883696,0,158.002066168124,1.01283652969,62.776962,574.251305912166,3.017076427557,69.8433082316,0,73.43545,164.987198528184,2.012042379036,8.28520858251,0,112.656256428144,0,193.07132414682,1.010847530692,71.926256305132,0,50.691281968924,0
"73",202142,28.058017326968,0,67.587058833666,3.072137663382,44.931234568957,0.998471408616,154.911174126796,1.960901675156,379.739539121712,2.990080054544,117.713508,173.129580084067,0,63.932759,34.464463089797,0,39.661567,6.5800290303,0,19.319134464936,0,276.607235142072,5.011009869936,154.279273609672,0,53.99783,7.171874654959,0,64.597160029993,0,62.430656829978,0,145.966921696053,1.006672183236,139.04255748219,1.0075580194,55.392180877866,1.007130934908,153.091234191782,0,38.82141779085,1.990841819427,53.70078553536,1.013224872549,58.029036272469,1.018053916899,55.486161,26.425700796256,0,231.944394694602,0,180.914598,89.78734107291,0,62.78129,71.19204239847,0,33.807227242545,1.98865990545,86.863809826738,0,136.35820588605,2.985947192514,35.440821650628,0,44.593615159056,0,23.382420504256,0,92.85522472911,3.12995462324,47.213275245493,0,25.390524,76.138812900759,0,227.730444081882,3.077442722385,555.405564,357.635202291177,2.014842327663,123.180941889716,2.002943246546,51.05588661234,0,25.47693,337.70983440348,1.014139208712,13.47326945305,0,71.62282175022,0,26.077441883696,0,97.232041791956,2.025666084162,41.851308,425.408603067885,1.005692142519,70.870416491,1.0271082594,110.153175,116.698259211786,1.006021189518,5.17825576755,0,108.63281759304,0,156.680919168252,0,55.942643990987,0,29.818401362474,0
"74",202143,32.06630572587,0,62.466831074655,3.072137663382,30.952628796551,0,182.363783026348,0.98044719942,399.673379993448,1.993399782308,156.951344,188.140811723128,0,69.744828,25.341516659651,0,50.478358,3.7600163973,0,23.386321407416,1.016796233928,230.506018394496,2.0044083042,146.212375792482,3.025088031392,53.99783,8.196428177096,0,69.643811810256,0,42.660949277367,0,103.686842057769,0,127.959453298715,2.015109232815,60.427832617824,2.014261869816,128.918934293574,0,28.867208693715,0,59.780113816485,1.013224872549,57.01098235557,1.018053916899,55.486161,19.311088621188,0,252.113467687223,0,211.067031,113.99965898516,0,62.78129,77.208276111725,1.002706646907,20.880934907155,0.994329952725,79.710319099047,0,112.4706388971,3.981259406298,28.352657475492,1.012595103576,46.620596952216,0,20.332538542272,0,61.55571556523,0,50.226889234315,0,27.506401,61.111416238239,1.001826444168,215.420693028255,1.025814240795,595.07739,302.226926370283,2.014842327663,87.127983385083,1.001471623273,52.05698559207,0,12.738465,298.158236730984,2.02829138148,5.1820271341,1.03640542682,60.680447070165,0.994762278315,20.059570542016,0,81.026699168224,3.038502613852,41.851308,393.226365923454,1.005692142519,77.03305937145,0,73.43545,92.553793874724,2.012042379036,6.21390627549,0,104.609378757936,0,140.507405844444,1.010847530692,50.947764585642,0,37.76997498196,0
"75",202144,22.045585461288,0,39.937809783474,1.024047567753,31.951100205167,0.998471408616,196.09009475244,1.960901675156,387.713059775272,2.990080054544,78.475672,175.131076473528,0,75.556897,17.2322297421,0,43.267164,3.7600163973,0,19.319134464936,0,188.41361825532,3.006601565736,108.903017936188,5.041809785798,53.99783,6.147321132822,0,45.419878794683,0,35.377372710567,0,118.786874120433,1.006672183236,93.702589534875,2.015109232815,48.342267268092,0,105.75381205466,0,17.917576374843,0.995423221737,47.621450269512,1.013224872549,54.974874521772,1.018053916899,49.321032,24.392954264487,0,249.088103220546,0,241.219464,111.98196535019,0,62.78129,61.164994433961,1.002706646907,13.920622288115,0,61.31563007619,0,93.559643528232,8.957841577542,20.25189819678,0,57.76900074198,0,18.299284826944,0,75.11883682072,0,63.285878954123,0,48.665171,81.147945121599,3.005479332504,224.653001359497,2.05162848159,515.733738,299.20465698878,1.00742705384,65.095619632994,1.001471623273,54.05917505922,0,29.723085,261.64906964868,3.042430590192,6.21843256092,1.03640542682,38.795697710055,1.98952455663,10.029785271008,0,44.564688727654,1.01283652969,27.900872,296.679743073984,4.022768570076,67.7890917128,0,150.208875,84.505641643128,0,4.14260461404,0,95.556641378952,0,121.301355824468,0,46.951862844325,0,25.842614552731,0
"76",202145,18.037297062386,0,40.961857351227,2.048095135506,21.966380067225,2.995414225848,239.229909776924,0.98044719942,351.832177596416,2.990080054544,196.18918,241.180509634362,0,98.805173,37.505445233179,0,46.872761,5.64002459595,0,19.319134464936,1.016796233928,195.429014648328,9.019804697208,104.86956362781,2.016721754406,53.99783,3.073660566411,0,82.765112186482,0,34.336862587134,0,157.040277697242,0,117.88390713464,2.015109232815,71.506267032648,0,59.423572086226,1.007177659294,26.876366874288,1.990841819427,45.595007509137,0,61.083198023166,1.018053916899,43.155903,23.376581684726,0,374.136383917067,0,281.422708,122.07043352504,0,79.90346,79.213683237352,0,16.903615096255,0.994329952725,53.140212732698,0,93.559643528232,0,14.17632912522,1.012595103576,41.553140505624,0,25.415674219584,0,78.24878217683,1.04332129679,61.276805077452,0,52.896925,56.102284017399,0,243.117637857894,1.025814240795,357.046434,354.612932909674,1.00742705384,87.127983385083,0,51.05588661234,0,38.215395,265.705639447584,3.042430590192,5.1820271341,0,48.743310111795,0.994762278315,40.119141979408,0,67.859859158344,1.01283652969,27.900872,290.64559021887,3.017076427557,71.897521412425,0,113.49115,89.535738948444,3.01805492628,10.35651088953,0,101.591799631608,0,164.767675830156,1.010847530692,42.955959320049,0,26.836561110466,0
